id,year,budget-type,l1,l2,l3,l4,l5,l6,value,value-ncu
UG,2015,budget,wash,water-for-production,water-for-production,,,,94462.87899,319519000
UG,2015,budget,wash,water-for-production,water-for-production-project,,,,9504854.357,3.22E+10
UG,2015,budget,wash,water-resources-management,water-resources-monitoring-assessment,,,,121211.2834,409995000
UG,2015,budget,wash,water-resources-management,water-resources-regulation,,,,82988.16943,280706000
UG,2015,budget,wash,water-resources-management,water-quality-management,,,,149510.0287,505715000
UG,2015,budget,wash,water-resources-management,lake-victoria-environment-management-project,,,,3140001.808,1.06E+10
UG,2015,budget,wash,water-resources-management,operational-water-resources-management,,,,438103.4234,1481877000
UG,2015,budget,wash,water-resources-management,support-to-water-resource-management,,,,1731221.564,5855826000
UG,2015,budget,wash,water-resources-management,mapping-of-ground-water-resurces-in-uganda,,,,493309.3322,1668610000
UG,2015,budget,wash,water-resources-management,water-management-and-development-project,,,,803711.2678,2718539000
UG,2015,budget,wash,water-resources-management,support-for-hydro-power-development-and-operations-on-river,,,,147820.441,5.00E+08
UG,2015,budget,wash,policy-planning-and-support-services,finance-and-administration,,,,761934.8461,2577231000
UG,2015,budget,wash,policy-planning-and-support-services,office-of-directorate-of-water-development,,,,61015.5478,206384000
UG,2015,budget,wash,policy-planning-and-support-services,planning,,,,291057.2658,984496000
UG,2015,budget,wash,policy-planning-and-support-services,office-of-directorate-of-water-resources-management,,,,31931.58039,108008000
UG,2015,budget,wash,policy-planning-and-support-services,internal-audit,,,,39409.8165,133303000
UG,2015,budget,wash,policy-planning-and-support-services,policy-and-management-support,,,,3598831.136,12172982000
UG,2015,budget,wash,policy-planning-and-support-services,water-management-and-development-project,,,,366606.2237,1240039000
UG,2015,budget,social-protection,,,,,,19092238.64,64579156000
UG,2015,budget,social-protection,social-protection-for-vulnerable-groups,,,,,2623009.276,8872282000
UG,2015,budget,social-protection,promotion-of-labour-productivity-and-employment,,,,,1251197.741,4232154000
UG,2015,budget,social-protection,policy-planning-and-support-services,,,,,13076113.43,44229720000
UG,2015,budget,social-protection,community-mobilisation-and-empowerment---district-governments,,,,,2110875.898,7.14E+09
UG,2015,budget,social-protection,social-protection-for-vulnerable-groups,disability-and-elderly,,,,279380.6335,9.45E+08
UG,2015,budget,social-protection,social-protection-for-vulnerable-groups,youth-and-children-affairs,,,,1569059.583,5307316000
UG,2015,budget,social-protection,social-protection-for-vulnerable-groups,promotion-of-children-and-youth,,,,183507.8432,620712000
UG,2015,budget,social-protection,social-protection-for-vulnerable-groups,social-assistance-grant-for-empowerment,,,,591061.216,1999254000
UG,2015,budget,social-protection,promotion-of-labour-productivity-and-employment,labour-and-industrial-relations,,,,198079.391,6.70E+08
UG,2015,budget,social-protection,promotion-of-labour-productivity-and-employment,occupational-safety-and-health,,,,198966.3136,6.73E+08
UG,2015,budget,social-protection,promotion-of-labour-productivity-and-employment,industrial-court,,,,92535.59608,3.13E+08
UG,2015,budget,social-protection,promotion-of-labour-productivity-and-employment,employment-services,,,,170334.6767,576154000
UG,2015,budget,social-protection,promotion-of-labour-productivity-and-employment,strengthening-safeguards-safety-and-health-at-workplaces,,,,591281.7641,2.00E+09
UG,2015,budget,social-protection,policy-planning-and-support-services,headquarters-planning-and-policy,,,,2068243.004,6995795000
UG,2015,budget,social-protection,policy-planning-and-support-services,office-of-the-dgcd;-dsp-and-dl,,,,31042.29261,1.05E+08
UG,2015,budget,social-protection,policy-planning-and-support-services,internal-audit,,,,32117.83414,108638000
UG,2015,budget,social-protection,policy-planning-and-support-services,strengthening-ministry-of-gender-labour-and-social-development,,,,10944710.3,37020287000
UG,2015,budget,social-protection,policy-planning-and-support-services,headquarters-planning-and-policy,support-to-the-street-children-activities,,,291239.3806,985112000
UG,2015,budget,social-protection,policy-planning-and-support-services,headquarters-planning-and-policy,other,,,1777003.624,6010683000
UG,2015,budget,social-protection,policy-planning-and-support-services,strengthening-ministry-of-gender-labour-and-social-development,support-to-youth-groups,,,9048482.101,30606329000
UG,2015,budget,social-protection,policy-planning-and-support-services,strengthening-ministry-of-gender-labour-and-social-development,other,,,1896228.2,6413958000
UG,2014,budget,other,,,,,,2000570362,5.85E+12
UG,2015,budget,other,,,,,,2270510148,7.68E+12
SN,2014,budget,education,,,,,,1047707508,5.03E+11
SN,2015,budget,education,,,,,,1072734534,5.31E+11
SN,2013,budget,education,ministere-de-leducation-nationale,,,,,724224515.5,3.53E+11
SN,2013,budget,education,ministere-de-leducation-nationale,recurrent,,,,640329725.1,3.12E+11
SN,2013,budget,education,ministere-de-leducation-nationale,recurrent,wage,,,388678222.4,1.89E+11
SN,2013,budget,education,ministere-de-leducation-nationale,recurrent,non-wage,,,251649448.4,1.23E+11
SN,2013,budget,education,ministere-de-leducation-nationale,capital,,,,83894790.41,4.08E+10
SN,2013,budget,education,ministere-de-leducation-nationale,capital,external-funded-grants,,,27254148.84,1.33E+10
SN,2013,budget,education,ministere-de-leducation-nationale,capital,external-funded-loans,,,8069216.6,3.93E+09
SN,2013,budget,education,ministere-de-leducation-nationale,capital,government-funded,,,48571424.97,2.36E+10
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,,,,,58551426.85,28502147864
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,,,,35629226.71,17343889680
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,wage,,,17782570.35,8656346680
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,non-wage,,,17846656.36,8687543000
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,,,,22922200.14,11158258184
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,external-funded-grants,,,3523092.278,1.72E+09
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,external-funded-loans,,,0,0
SN,2013,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,government-funded,,,19399107.87,9443258184
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,,,,,208164423.8,1.01E+11
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,,,,173438173.1,84427668480
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,wage,,,1033148.31,502924480
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,non-wage,,,172405024.8,83924744000
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,,,,34725569.6,1.69E+10
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,external-funded-grants,,,0,0
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,external-funded-loans,,,14379968.48,7.00E+09
SN,2013,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,government-funded,,,20345601.12,9.90E+09
SN,2014,budget,education,ministere-de-leducation-nationale,,,,,763395817.3,3.67E+11
SN,2014,budget,education,ministere-de-leducation-nationale,recurrent,,,,677271724.5,3.25E+11
SN,2014,budget,education,ministere-de-leducation-nationale,recurrent,wage,,,419209536.9,2.01E+11
SN,2014,budget,education,ministere-de-leducation-nationale,recurrent,non-wage,,,258062187.6,1.24E+11
SN,2014,budget,education,ministere-de-leducation-nationale,capital,,,,86123913.84,41382914000
SN,2014,budget,education,ministere-de-leducation-nationale,capital,external-funded-grants,,,29465182.62,14158148000
SN,2014,budget,education,ministere-de-leducation-nationale,capital,external-funded-loans,,,5878752.366,2824766000
SN,2014,budget,education,ministere-de-leducation-nationale,capital,government-funded,,,50779978.85,2.44E+10
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,,,,,63569707.49,30545520060
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,,,,32639674.4,15683505060
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,wage,,,14355670.8,6897962060
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,non-wage,,,18284003.6,8785543000
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,,,,30930033.09,14862015000
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,external-funded-grants,,,6996846.336,3362015000
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,external-funded-loans,,,1040573.337,5.00E+08
SN,2014,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,government-funded,,,22892613.42,1.10E+10
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,,,,,220743065.4,1.06E+11
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,,,,176580469.1,84847681000
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,wage,,,1140337.265,547937000
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,non-wage,,,175440131.9,84299744000
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,,,,44161932.43,2.12E+10
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,external-funded-grants,,,0,0
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,external-funded-loans,,,6243440.023,3.00E+09
SN,2014,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,government-funded,,,37918492.4,1.82E+10
SN,2015,budget,education,ministere-de-leducation-nationale,,,,,748539597.8,3.71E+11
SN,2015,budget,education,ministere-de-leducation-nationale,recurrent,,,,672672692.9,3.33E+11
SN,2015,budget,education,ministere-de-leducation-nationale,recurrent,wage,,,428582596.3,2.12E+11
SN,2015,budget,education,ministere-de-leducation-nationale,recurrent,non-wage,,,244090096.6,1.21E+11
SN,2015,budget,education,ministere-de-leducation-nationale,capital,,,,75866904.91,3.76E+10
SN,2015,budget,education,ministere-de-leducation-nationale,capital,external-funded-grants,,,25459912.47,1.26E+10
SN,2015,budget,education,ministere-de-leducation-nationale,capital,external-funded-loans,,,10095127.86,5.00E+09
SN,2015,budget,education,ministere-de-leducation-nationale,capital,government-funded,,,40311864.58,2.00E+10
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,,,,,61323923.15,30373029440
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,,,,32898062.12,16294029440
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,wage,,,14230454.53,7048179440
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,recurrent,non-wage,,,18667607.59,9245850000
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,,,,28425861.04,1.41E+10
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,external-funded-grants,,,7066589.504,3.50E+09
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,external-funded-loans,,,2019025.573,1.00E+09
SN,2015,budget,education,ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,capital,government-funded,,,19340245.96,9.58E+09
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,,,,,262871072.5,1.30E+11
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,,,,194523992.8,96345482440
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,wage,,,989428.4082,490052440
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,recurrent,non-wage,,,193534564.4,95855430000
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,,,,68348053.68,3.39E+10
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,external-funded-grants,,,0,0
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,external-funded-loans,,,26816697.65,1.33E+10
SN,2015,budget,education,ministere-de-lenseignement-superieur-et-de-la-recherche,capital,government-funded,,,41531356.03,2.06E+10
SN,2013,budget,health,,,,,,254098151.6,1.24E+11
SN,2014,budget,health,,,,,,264503336.6,1.27E+11
SN,2015,budget,health,,,,,,271694214.2,1.35E+11
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,,,,,254098151.6,1.24E+11
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,,,,150332655.5,73180173500
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,wage,,,72697403.74,35388243500
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,non-wage,,,77635251.76,37791930000
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,,,,103765852.6,5.05E+10
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,external-funded-grants,,,30241073.72,1.47E+10
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,external-funded-loans,,,10766487.83,5.24E+09
SN,2013,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,government-funded,,,62758291.02,3.06E+10
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,,,,,264503336.6,1.27E+11
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,,,,156004431.6,74960805760
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,wage,,,74670274.75,35879390760
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,non-wage,,,81334156.85,39081415000
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,,,,108499872.2,52134659000
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,external-funded-grants,,,25907485.28,12448659000
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,external-funded-loans,,,13914546.66,6.69E+09
SN,2014,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,government-funded,,,68677840.25,3.30E+10
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,,,,,271694214.2,1.35E+11
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,,,,156722222.3,77622702980
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,wage,,,72652335.52,35983860980
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,recurrent,non-wage,,,84069886.81,41638842000
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,,,,114971392.2,5.69E+10
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,external-funded-grants,,,48537374.76,2.40E+10
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,external-funded-loans,,,10355582.16,5.13E+09
SN,2015,budget,health,ministere-de-la-sante-et-de-laction-sociale,capital,government-funded,,,56078435.28,2.78E+10
SN,2013,budget,water-and-sanitation,,,,,,114774854.5,55871053040
SN,2014,budget,water-and-sanitation,,,,,,73660674.83,35394273620
SN,2015,budget,water-and-sanitation,,,,,,101228432.9,50137271300
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,,,,,114774854.5,55871053040
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,,,,2603807.681,1267503040
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,wage,,,1579892.297,769073040
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,non-wage,,,1023915.384,498430000
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,,,,112171046.9,54603550000
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,external-funded-grants,,,23066599.3,11228550000
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,external-funded-loans,,,37747417.27,1.84E+10
SN,2013,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,government-funded,,,51357030.29,2.50E+10
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,,,,,73660674.83,35394273620
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,,,,2937525.253,1411493620
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,wage,,,1586590.512,762363620
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,non-wage,,,1350934.741,649130000
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,,,,70723149.58,33982780000
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,external-funded-grants,,,19620592.99,9427780000
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,external-funded-loans,,,12212168.68,5.87E+09
SN,2014,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,government-funded,,,38890387.9,1.87E+10
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,,,,,101228432.9,50137271300
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,,,,3683250.406,1824271300
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,wage,,,1779707.039,881468300
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,recurrent,non-wage,,,1903543.367,942803000
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,,,,97545182.49,4.83E+10
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,external-funded-grants,,,5451369.046,2.70E+09
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,external-funded-loans,,,36342460.31,1.80E+10
SN,2015,budget,water-and-sanitation,ministere-de-lhydraulique-et-de-lassainissement,capital,government-funded,,,55751353.13,2.76E+10
SN,2013,budget,agriculture,,,,,,349221643.2,1.70E+11
SN,2014,budget,agriculture,,,,,,335129130.1,1.61E+11
SN,2015,budget,agriculture,,,,,,393530293.4,1.95E+11
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,,,,,272356603.1,1.33E+11
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,,,,19551311.24,9517349000
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,wage,,,3736578.564,1818922620
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,non-wage,,,15814732.67,7698426380
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,,,,252806008.8,1.23E+11
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,external-funded-grants,,,63165038.7,3.07E+10
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,external-funded-loans,,,49980661.88,2.43E+10
SN,2013,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,government-funded,,,139660308.2,6.80E+10
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,,,,,27466211.51,13370229620
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,,,,5347765.698,2603229620
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,wage,,,3736578.564,1818922620
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,non-wage,,,1611187.134,784307000
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,,,,22118445.81,1.08E+10
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,external-funded-grants,,,1887884.434,9.19E+08
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,external-funded-loans,,,8213016.285,4.00E+09
SN,2013,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,government-funded,,,12017545.09,5.85E+09
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,,,,,49398557.22,24046638280
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,,,,4212587.691,2050638280
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,wage,,,2755903.046,1341541280
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,non-wage,,,1456684.644,709097000
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,,,,45185969.53,2.20E+10
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,external-funded-grants,,,2978.707757,1450000
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,external-funded-loans,,,29828.16319,14520000
SN,2013,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,government-funded,,,45153162.66,21980030000
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,,,,,279997473.6,1.35E+11
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,,,,20726264.89,9959060140
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,wage,,,4130002.568,1984484140
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,non-wage,,,16596262.32,7974576000
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,,,,259271333.8,1.25E+11
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,external-funded-grants,,,63148233.54,3.03E+10
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,external-funded-loans,,,72087488.99,34638351000
SN,2014,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,government-funded,,,124036341.8,5.96E+10
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,,,,,29400943.87,14127281000
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,,,,5324157.995,2558281000
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,wage,,,3543098.103,1702474000
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,non-wage,,,1781059.892,855807000
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,,,,24076785.87,1.16E+10
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,external-funded-grants,,,4076966.335,1.96E+09
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,external-funded-loans,,,7512939.494,3.61E+09
SN,2014,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,government-funded,,,12486880.05,6.00E+09
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,,,,,25730808.41,12363765000
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,,,,3932147.662,1889414000
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,wage,,,2390507.046,1148649000
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,non-wage,,,1541640.616,740765000
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,,,,21798660.75,10474351000
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,external-funded-grants,,,6243440.023,3.00E+09
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,external-funded-loans,,,3276455.348,1574351000
SN,2014,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,government-funded,,,12278765.38,5.90E+09
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,,,,,334423319.7,1.66E+11
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,,,,47736529.76,23643350740
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,wage,,,3929976.219,1946471740
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,recurrent,non-wage,,,43806553.54,21696879000
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,,,,286687498.1,1.42E+11
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,external-funded-grants,,,105998842.6,5.25E+10
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,external-funded-loans,,,82119827.11,4.07E+10
SN,2015,budget,agriculture,ministere-de-lagriculture-et-de-lequipement-rural,capital,government-funded,,,98568828.45,4.88E+10
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,,,,,31581614.28,15642008060
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,,,,6038921.761,2991008060
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,wage,,,3638681.951,1802197060
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,recurrent,non-wage,,,2400239.81,1188811000
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,,,,25542692.52,1.27E+10
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,external-funded-grants,,,3028538.359,1.50E+09
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,external-funded-loans,,,11409513.51,5.65E+09
SN,2015,budget,agriculture,ministere-de-lelevage-et-des-productions-animales,capital,government-funded,,,11104640.65,5.50E+09
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,,,,,27525497.09,13633060160
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,,,,3812041.746,1888060160
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,wage,,,2317062.336,1147614160
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,recurrent,non-wage,,,1494979.409,740446000
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,,,,23713455.35,1.17E+10
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,external-funded-grants,,,5855174.16,2.90E+09
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,external-funded-loans,,,7712677.687,3.82E+09
SN,2015,budget,agriculture,ministere-de-la-peche-et-des-affaires-maritimes,capital,government-funded,,,10145603.5,5.03E+09
SN,2013,budget,interest-payments,,,,,,299925056.9,1.46E+11
SN,2014,budget,interest-payments,,,,,,270549067.7,1.30E+11
SN,2015,budget,interest-payments,,,,,,298815784.7,1.48E+11
SN,2013,budget,interest-payments,exernal-interest,,,,,131473997.6,6.40E+10
SN,2013,budget,interest-payments,exernal-interest,recurrent,,,,131473997.6,6.40E+10
SN,2013,budget,interest-payments,exernal-interest,recurrent,wage,,,0,0
SN,2013,budget,interest-payments,exernal-interest,recurrent,non-wage,,,131473997.6,6.40E+10
SN,2013,budget,interest-payments,exernal-interest,capital,,,,0,0
SN,2013,budget,interest-payments,exernal-interest,capital,external-funded-grants,,,0,0
SN,2013,budget,interest-payments,exernal-interest,capital,external-funded-loans,,,0,0
